SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,Single Family Residential,540 W 89th St,Los Angeles,CA,90044,320000,2,1,C37 - Metropolitan South,904,6674,1940,3,Active,,,http://www.redfin.com/CA/Los-Angeles/540-W-89th-St-90044/home/7295105,CRMLS,63188074,N,Y,33.955825,-118.2840988
MLS Listing,Single Family Residential,25202 Ebony Ln,Lomita,CA,90717,630000,3,2,121 - Lomita,1443,6019,1965,3,Active,,,http://www.redfin.com/CA/Lomita/25202-Ebony-Ln-90717/home/7672148,CRMLS,63188003,N,Y,33.7955759,-118.310248
MLS Listing,Single Family Residential,1750 Viewmont Dr,Los Angeles (City),CA,90069,6249000,4,5.5,Sunset Strip/Hollywood Hills West,5000,5601,2008,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/1750-Viewmont-Dr-90069/home/17239327,TheMLS,63187918,N,Y,34.10249,-118.380427
MLS Listing,Single Family Residential,747 W 148th St,Gardena,CA,90247,479000,2,2,115 - North Gardena,1437,5400,1948,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Gardena/747-W-148th-St-90247/home/7332959,CRMLS,63187853,N,Y,33.898423,-118.289278
MLS Listing,Single Family Residential,840 South Tremaine Ave,Los Angeles (City),CA,90005,2899000,4,3.5,Hancock Park,3176,8912,1923,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/840-S-Tremaine-Ave-90005/home/6916433,TheMLS,63187822,N,Y,34.0596235,-118.3360358
MLS Listing,Single Family Residential,1347 N Hazard Ave,East Los Angeles,CA,90063,299900,2,1,ELA - East Los Angeles,825,2660,1954,3,Active,,,http://www.redfin.com/CA/Los-Angeles/1347-N-Hazard-Ave-90063/home/6956610,CRMLS,63187769,N,Y,34.0553602,-118.1786437
MLS Listing,Multi-Family (5+ Unit),6401 S Victoria Ave,Los Angeles,CA,90043,1399000,9,8,C34 - Los Angeles Southwest,,13840,1953,3,Active,,,http://www.redfin.com/CA/Los-Angeles/6401-S-Victoria-Ave-90043/home/6416482,CRMLS,63187606,N,Y,33.981608,-118.332742
MLS Listing,Single Family Residential,13151 Rivers Rd,Los Angeles (City),CA,90049,18995000,7,9,Brentwood,9504,133619,1993,3,Active,,,http://www.redfin.com/CA/Los-Angeles/13151-Rivers-Rd-90049/home/6860179,TheMLS,63187594,N,Y,34.0758453,-118.4971427
MLS Listing,Single Family Residential,13227 Mccormick St,Sherman Oaks,CA,91401,879900,2,2.25,Sherman Oaks (SO),2306,7631,1952,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/13227-McCormick-St-91401/home/5196668,TheMLS,63187457,N,Y,34.166024,-118.421234
MLS Listing,Condo/Co-op,7223 Baird Ave #105,Reseda,CA,91335,289000,2,2.5,RES - Reseda,900,11688,2004,3,Active,,,http://www.redfin.com/CA/Los-Angeles/7223-Baird-Ave-91335/unit-105/home/12287727,CRISNet,63187376,N,Y,34.201795,-118.537702
MLS Listing,Vacant Land,0 Electric,Los Angeles (City),CA,90039,349000,,,Silver Lake/Echo Park,,5016,,3,Active,,,http://www.redfin.com/CA/Los-Angeles-City/0-Electric-90039/home/112334678,TheMLS,63187175,N,Y,34.10241,-118.25619
MLS Listing,Single Family Residential,1754 N Valley St,Burbank,CA,91505,634000,3,1.5,610 - Burbank,1193,5951,1950,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Burbank/1754-N-Valley-St-91505/home/5316744,CRMLS,63186908,N,Y,34.181053,-118.357277
MLS Listing,Single Family Residential,13667 Bonanza St,Arleta,CA,91331,550000,4,2,ARL - Arleta,1816,10321,1951,3,Active,,,http://www.redfin.com/CA/Los-Angeles/13667-Bonanza-St-91331/home/5604326,CRISNet,63186878,N,Y,34.241947,-118.431264
MLS Listing,Multi-Family (2-4 Unit),1055 West 104th St,Los Angeles (City),CA,90044,450000,1,1,Metropolitan Southwest,2050,8960,1948,3,Active,,,http://www.redfin.com/CA/Los-Angeles/1055-W-104th-St-90044/home/7310042,TheMLS,63186835,N,Y,33.942563,-118.2939
MLS Listing,Condo/Co-op,12975 Agustin Pl #116,Playa Vista,CA,90094,849000,2,2,Playa Vista,1270,40241,2004,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/12975-Agustin-Pl-90094/unit-116/home/8175947,TheMLS,63186652,N,Y,33.975013,-118.422786
MLS Listing,Condo/Co-op,4793 Park Encino Ln #140,Encino,CA,91436,1185000,2,3,ENC - Encino,2267,338302,1981,3,Active,December-13-2016 04:00 PM,December-13-2016 07:00 PM,http://www.redfin.com/CA/Los-Angeles/4793-Park-Encino-Ln-91436/unit-140/home/4933040,CRISNet,63186586,N,Y,34.157499,-118.500157
MLS Listing,Condo/Co-op,420 South San Pedro St #407,Los Angeles (City),CA,90013,349900,1,1,Downtown Los Angeles,610,76377,1922,3,Active,,,http://www.redfin.com/CA/Los-Angeles/420-S-San-Pedro-St-90013/unit-407/home/12286942,TheMLS,63186493,N,Y,34.0450107,-118.2428605
MLS Listing,Multi-Family (2-4 Unit),9422 Compton Ave,Los Angeles,CA,90002,450000,8,5,WATT - Watts,2491,9045,1925,3,Active,,,http://www.redfin.com/CA/Los-Angeles/9422-Compton-Ave-90002/home/7301399,CRMLS,63186358,N,Y,33.950932,-118.245688
MLS Listing,Single Family Residential,18650 Sunburst St,Northridge,CA,91324,665000,4,3,NR - Northridge,1775,9147,1952,3,Active,December-11-2016 12:00 PM,December-11-2016 03:00 PM,http://www.redfin.com/CA/Los-Angeles/18650-Sunburst-St-91324/home/5867221,CRISNet,63186320,N,Y,34.2344297,-118.5398923
MLS Listing,Single Family Residential,310 Winchester Ave,Alhambra,CA,91803,619000,2,2,601 - Alhambra,1090,6025,1926,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Alhambra/310-Winchester-Ave-91803/home/6994308,CRMLS,63186032,N,Y,34.088405,-118.160137
MLS Listing,Single Family Residential,21 Anchorage St,Marina Del Rey,CA,90292,2500000,3,2,Marina Del Rey,,3081,1912,3,Active,,,http://www.redfin.com/CA/Marina-del-Rey/21-Anchorage-St-90292/home/6733315,TheMLS,63185898,N,Y,33.9790104,-118.4658652
MLS Listing,Single Family Residential,16223 Nordhoff St,North Hills,CA,91343,579900,4,3,North Hills (NOH),1652,7869,1956,3,Active,December-11-2016 01:00 PM,December-11-2016 03:00 PM,http://www.redfin.com/CA/Los-Angeles/16223-Nordhoff-St-91343/home/5722161,TheMLS,63185897,N,Y,34.23595,-118.48595
MLS Listing,Single Family Residential,2224 S Leland St,San Pedro,CA,90731,519990,3,2,183 - Vista Del Oro,1214,3200,1923,3,Active,,,http://www.redfin.com/CA/Los-Angeles/2224-S-Leland-St-90731/home/7694939,CRMLS,63185816,N,Y,33.723751,-118.300972
MLS Listing,Vacant Land,3241 Johnston St,Lincoln Heights,CA,90031,79500,,,677 - Lincoln Hts,,15559,,3,Active,,,http://www.redfin.com/CA/Los-Angeles/3241-Johnston-St-90031/home/105355620,CRMLS,63185695,N,Y,34.0834047,-118.2063968
MLS Listing,Condo/Co-op,4611 Vista Del Monte Ave #101,Sherman Oaks,CA,91403,749000,2,2.5,SO - Sherman Oaks,1960,19206,1981,3,Active,December-11-2016 01:00 PM,December-11-2016 05:00 PM,http://www.redfin.com/CA/Los-Angeles/4611-Vista-Del-Monte-Ave-91403/unit-101/home/4830305,CRISNet,63185369,N,Y,34.155061,-118.450167
MLS Listing,Single Family Residential,6206 Chimineas Ave,Tarzana,CA,91335,869000,4,3,TAR - Tarzana,2297,5189,1969,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/6206-Chimineas-Ave-91335/home/3836884,CRISNet,63184999,N,Y,34.182138,-118.528206
MLS Listing,Townhouse,12421 Riverside Dr #1,Valley Village,CA,91607,469000,2,2.5,Valley Village (VVL),1328,18747,1980,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/12421-Riverside-Dr-91607/unit-1/home/5215086,TheMLS,63184836,N,Y,34.1579282,-118.4039523
MLS Listing,Single Family Residential,1514 Highgate Ave,Highland Park,CA,90042,449000,1,1,632 - Highland Park,816,7311,1936,3,Active,,,http://www.redfin.com/CA/Los-Angeles/1514-Highgate-Ave-90042/home/7083863,i-Tech MLS,63184507,N,Y,34.127347,-118.192391
MLS Listing,Single Family Residential,602 Frontenac Ave,Los Angeles (City),CA,90065,529000,1,1,Mount Washington,540,6289,1955,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/602-Frontenac-Ave-90065/home/7075396,TheMLS,63184245,N,Y,34.102585,-118.213341
MLS Listing,Condo/Co-op,13920 Moorpark St #201,Sherman Oaks,CA,91423,630000,3,2,Sherman Oaks (SO),1741,18741,1989,3,Active,,,http://www.redfin.com/CA/Los-Angeles/13920-Moorpark-St-91423/unit-201/home/4858744,TheMLS,63184047,N,Y,34.150137,-118.436029
MLS Listing,Single Family Residential,8558 Paso Robles Ave,Northridge,CA,91325,1049000,4,3.75,NR - Northridge,3162,17148,1965,3,Active,,,http://www.redfin.com/CA/Los-Angeles/8558-Paso-Robles-Ave-91325/home/5751470,CRISNet,63183827,N,Y,34.226605,-118.504404
MLS Listing,Multi-Family (2-4 Unit),612 E 82nd St,Los Angeles,CA,90001,525000,4,4,C34 - Los Angeles Southwest,2088,5740,1929,3,Active,,,http://www.redfin.com/CA/Los-Angeles/612-E-82nd-St-90001/home/7288772,CRMLS,63183476,N,Y,33.964489,-118.264574
MLS Listing,Single Family Residential,1122 El Paso Dr,Los Angeles,CA,90065,849900,4,2.75,618 - Eagle Rock,1526,10362,1924,3,Active,December-11-2016 12:30 PM,December-11-2016 04:30 PM,http://www.redfin.com/CA/Los-Angeles/1122-El-Paso-Dr-90065/home/7080457,CRMLS,63183469,N,Y,34.1177395,-118.215986
MLS Listing,Single Family Residential,14734 Tyler St,Sylmar,CA,91342,469950,3,2,SYL - Sylmar,1559,7105,1965,3,Active,December-11-2016 11:00 AM,December-11-2016 03:00 PM,http://www.redfin.com/CA/Los-Angeles/14734-Tyler-St-91342/home/5413057,CRISNet,63183083,N,Y,34.30931,-118.45386
MLS Listing,Single Family Residential,1011 West 20th St,Los Angeles (City),CA,90007,469000,2,2,Downtown Los Angeles,1421,5916,1907,3,Active,,,http://www.redfin.com/CA/Los-Angeles/1011-W-20th-St-90007/home/6929565,TheMLS,63182690,N,Y,34.0368026,-118.2804821
MLS Listing,Single Family Residential,750 E 83rd St,Los Angeles,CA,90001,349900,2,1,C34 - Los Angeles Southwest,1075,5100,1926,3,Active,,,http://www.redfin.com/CA/Los-Angeles/750-E-83rd-St-90001/home/7288815,CRMLS,63182341,N,Y,33.9635881,-118.2612006
MLS Listing,Single Family Residential,10988 Noble Ave,Mission Hills (San Fernando),CA,91345,485000,4,2,MHL - Mission Hills,1540,6837,1952,3,Active,,,http://www.redfin.com/CA/Los-Angeles/10988-Noble-Ave-91345/home/5590265,CRISNet,63182331,N,Y,34.269107,-118.459273
MLS Listing,Multi-Family (2-4 Unit),1256 W Gage Ave,Los Angeles,CA,90044,375000,4,2,C34 - Los Angeles Southwest,1573,6280,1945,3,Active,,,http://www.redfin.com/CA/Los-Angeles/1256-W-Gage-Ave-90044/home/7271879,CRMLS,63182213,N,Y,33.9821132,-118.2978814
MLS Listing,Condo/Co-op,1567 Westholme Ave Unit 3B,Westwood - Century City,CA,90024,1249000,3,3,C05 - Westwood - Century City,2148,8251,1982,3,Active,December-11-2016 12:00 PM,December-11-2016 02:00 PM,http://www.redfin.com/CA/Los-Angeles/1567-Westholme-Ave-90024/unit-3B/home/6805443,CRISNet,63182067,N,Y,34.0563345,-118.4315578
MLS Listing,Single Family Residential,8553 Lookout Mountain Ave,Los Angeles (City),CA,90046,1349000,2,2,Sunset Strip/Hollywood Hills West,1180,2500,1964,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/8553-Lookout-Mountain-Ave-90046/home/7122676,TheMLS,63181949,N,Y,34.1130167,-118.3802055
MLS Listing,Condo/Co-op,7777 West 91st St Unit E1140,Playa Del Rey,CA,90293,346400,1,1,Playa Del Rey,612,311643,1971,3,Active,,,http://www.redfin.com/CA/Los-Angeles/7777-W-91st-St-90293/unit-E1140/home/6633898,TheMLS,63181769,N,Y,33.957737,-118.431768
MLS Listing,Townhouse,4040 Grand Vw #18,Los Angeles (City),CA,90066,549000,2,1.5,Palms/Mar Vista,841,124451,1961,3,Active,,,http://www.redfin.com/CA/Los-Angeles/4040-Grand-View-Blvd-90066/unit-18/home/6737316,TheMLS,63181768,N,Y,34.0000039,-118.426746
MLS Listing,Townhouse,14182 Oro Grande St,Sylmar,CA,91342,357700,4,1.75,Sylmar (SYL),1506,81460,1980,3,Active,December-11-2016 12:00 PM,December-11-2016 03:00 PM,http://www.redfin.com/CA/Los-Angeles/14182-Oro-Grande-St-91342/unit-55/home/5409975,VCRDS,63181411,N,Y,34.3114554,-118.4408762
MLS Listing,Vacant Land,4550 Bedilion St,Los Angeles,CA,90032,115000,,,676 - Monterey Hills,,5518,,3,Active,,,http://www.redfin.com/CA/Los-Angeles/4550-Bedilion-St-90032/home/22139001,CRMLS,63181248,N,Y,34.0810356,-118.1845987
MLS Listing,Condo/Co-op,4568 West 1st St #104,Los Angeles (City),CA,90004,649000,2,2,Hancock Park,1411,30227,2003,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/4568-W-1st-St-90004/unit-104/home/8143367,TheMLS,63181233,N,Y,34.0727945,-118.310766
MLS Listing,Single Family Residential,3320 Barbydell Dr,Los Angeles (City),CA,90064,3995000,5,5,Cheviot Hills,4447,8850,2016,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/3320-Barbydell-Dr-90064/home/6796208,TheMLS,63181232,N,Y,34.032548,-118.403328
MLS Listing,Single Family Residential,563 Jacaranda Dr,Pasadena,CA,91105,999000,2,2.25,647 - Pasadena (SW),1548,13972,1965,3,Active,,,http://www.redfin.com/CA/Pasadena/563-Jacaranda-Dr-91105/home/7084607,i-Tech MLS,63181221,N,Y,34.1329095,-118.1845234
MLS Listing,Townhouse,21219 Roscoe Blvd #220,Canoga Park,CA,91304,285000,2,2.5,CP - Canoga Park,950,33058,1980,3,Active,,,http://www.redfin.com/CA/Los-Angeles/21219-Roscoe-Blvd-91304/unit-220/home/5870180,CRISNet,63181115,N,Y,34.22043,-118.594468
MLS Listing,Single Family Residential,2670 Benedict St,Los Angeles (City),CA,90039,949000,5,3,Silver Lake/Echo Park,2305,5401,1964,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/2670-Benedict-St-90039/home/7067863,TheMLS,63181082,N,Y,34.0989668,-118.2456684
MLS Listing,Single Family Residential,23319 Ida Pl,Chatsworth,CA,91311,555000,3,2.5,CHT - Chatsworth,1971,4000,1998,3,Active,,,http://www.redfin.com/CA/Unknown/23319-Ida-Pl-91311/home/8095963,CRISNet,63180788,N,Y,34.238975,-118.634325
MLS Listing,Single Family Residential,1729 South Shenandoah St,Los Angeles (City),CA,90035,1249000,2,1.75,Beverlywood Vicinity,1271,6553,1928,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/1729-Shenandoah-St-90035/home/6787334,TheMLS,63180705,N,Y,34.047605,-118.382943
MLS Listing,Condo/Co-op,257 South Spring St Unit 3M,Los Angeles (City),CA,90012,780000,1,1,Downtown Los Angeles,1040,28817,1899,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/257-S-Spring-St-90012/unit-3M/home/17238402,TheMLS,63180704,N,Y,34.0506788,-118.2470936
MLS Listing,Single Family Residential,12817 Gilmore Ave,Los Angeles,CA,90066,1050000,3,2,C13 - Palms - Mar Vista,1152,4581,1947,3,Active,,,http://www.redfin.com/CA/Los-Angeles/12817-Gilmore-Ave-90066/home/6732143,CRISNet,63179474,N,Y,33.989113,-118.429649
MLS Listing,Single Family Residential,4532 Tenango Dr,Woodland Hills,CA,91364,1194000,5,4,WHLL - Woodland Hills,3521,19502,1968,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/4532-Tenango-Dr-91364/home/8099207,CRISNet,63178996,N,Y,34.15224,-118.5732974
MLS Listing,Multi-Family (2-4 Unit),1024 South Lorena St,Los Angeles (City),CA,90023,730000,8,5,Boyle Heights,4346,7550,1960,3,Active,,,http://www.redfin.com/CA/Los-Angeles/1024-S-Lorena-St-90023/home/6943631,TheMLS,63178816,N,Y,34.024925,-118.20234
MLS Listing,Single Family Residential,19055 Hartland,Reseda,CA,91335,395000,2,1,RES - Reseda,814,5821,1949,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/19055-Hartland-St-91335/home/3881738,CRISNet,63178814,N,Y,34.1949502,-118.5489309
MLS Listing,Single Family Residential,1946 West,Los Angeles (City),CA,90016,575000,3,2,Mid Los Angeles,1979,5885,1913,3,Active,,,http://www.redfin.com/CA/Los-Angeles/1946-West-Blvd-90016/home/6899225,TheMLS,63178232,N,Y,34.0384559,-118.337898
MLS Listing,Single Family Residential,4713 Ascot Ave,Los Angeles,CA,90011,325000,3,2,C37 - Metropolitan South,1088,2162,1924,3,Active,,,http://www.redfin.com/CA/Los-Angeles/4713-Ascot-Ave-90011/home/6921864,CRMLS,63178075,N,Y,34.0005839,-118.2501219
MLS Listing,Single Family Residential,8351 Kirkwood Dr,Los Angeles,CA,90046,466400,2,1,C03 - Sunset Strip - Hollywood Hills West,1358,4736,1927,3,Active,,,http://www.redfin.com/CA/West-Hollywood/8351-Kirkwood-Dr-90046/home/7119544,CRMLS,63178061,N,Y,34.104199,-118.373791
MLS Listing,Multi-Family (2-4 Unit),1411 S Oxford Ave,Los Angeles,CA,90006,899000,8,5,C16 - Mid Los Angeles,4610,6716,1924,3,Active,,,http://www.redfin.com/CA/Los-Angeles/1411-S-Oxford-Ave-90006/home/6907342,CRISNet,63178054,N,Y,34.045861,-118.307256
MLS Listing,Multi-Family (2-4 Unit),6010 Makee Ave,Los Angeles (City),CA,90001,540000,6,4,Downtown Los Angeles,2512,7285,1960,3,Active,,,http://www.redfin.com/CA/Los-Angeles/6010-Makee-Ave-90001/home/7274929,TheMLS,63177367,N,Y,33.9854048,-118.2462859
MLS Listing,Single Family Residential,11882 Edridge Ave,Sylmar,CA,91342,525000,3,2.5,673 - Lake View Terrace,1838,4998,1992,3,Active,,,http://www.redfin.com/CA/Los-Angeles/11882-Eldridge-Ave-91342/home/5473387,i-Tech MLS,63177236,N,Y,34.2856359,-118.39038
MLS Listing,Single Family Residential,2368 West 31st St,Los Angeles (City),CA,90018,579000,3,1,,1727,5040,1909,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/2368-W-31st-St-90018/home/6893654,TheMLS,63177124,N,Y,34.0262389,-118.320085
MLS Listing,Condo/Co-op,22320 Heritage Pass Pl,Chatsworth,CA,91311,495000,3,2.25,CHT - Chatsworth,1586,181209,1988,3,Active,,,http://www.redfin.com/CA/Los-Angeles/22320-Heritage-Pass-Pl-91311/unit-139/home/5800604,CRISNet,63176933,N,Y,34.273424,-118.614161
MLS Listing,Single Family Residential,7344 W 90th St,Los Angeles,CA,90045,1049000,4,1.75,C29 - Westchester,1606,6049,1950,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/7344-W-90th-St-90045/home/6633050,CRMLS,63176832,N,Y,33.954873,-118.423981
MLS Listing,Multi-Family (2-4 Unit),6143 Strickland Ave,Los Angeles (City),CA,90042,754000,4,2,Highland Park,1560,5358,1940,3,Active,,,http://www.redfin.com/CA/Los-Angeles/6143-Strickland-Ave-90042/home/7084741,TheMLS,63176801,N,Y,34.128189,-118.185776
MLS Listing,Single Family Residential,13074 Discovery,Playa Vista,CA,90094,2349000,4,3.5,C39 - Playa Vista,3557,38472,2006,3,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/13074-Discovery-Crk-90094/unit-1/home/17232189,CRMLS,63176720,N,Y,33.9712617,-118.4249627
MLS Listing,Condo/Co-op,12330 Magnolia Blvd #114,Valley Village,CA,91607,529000,2,2.5,VVL - Valley Village,1416,19282,1983,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/12330-W-Magnolia-Blvd-91607/unit-114/home/5214439,CRISNet,63176656,N,Y,34.1646648,-118.4019316
MLS Listing,Single Family Residential,12041 Huston St,Valley Village,CA,91607,1795000,5,4.25,VVL - Valley Village,3926,7417,1936,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/12041-Huston-St-91607/home/5212772,CRMLS,63176248,N,Y,34.1595662,-118.3956905
MLS Listing,Single Family Residential,20105 Elkwood St,Winnetka,CA,91306,525000,3,2.25,WIN - Winnetka,1972,5379,1980,4,Active,December-18-2016 12:00 PM,December-18-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/20105-Elkwood-St-91306/home/3686933,CRISNet,63176074,N,Y,34.2125361,-118.5712836
MLS Listing,Single Family Residential,1054 Via Cordova,San Pedro,CA,90732,895000,5,3,699 - Not Defined,2786,5640,1978,4,Active,,,http://www.redfin.com/CA/Los-Angeles/1054-Via-Cordova-90732/home/7686482,CRMLS,63175953,N,Y,33.753941,-118.30173
MLS Listing,Multi-Family (2-4 Unit),1057 1059 W 9th St,San Pedro,CA,90731,529900,3,2,183 - Vista Del Oro,1520,5403,1929,4,Active,,,http://www.redfin.com/CA/Los-Angeles/1059-W-9th-St-90731/home/112273971,CRMLS,63175878,N,Y,33.7358939,-118.3002176
MLS Listing,Multi-Family (2-4 Unit),471 W 91st Pl,Los Angeles,CA,90003,399900,5,4,C23 - Metropolitan,1160,4263,1923,4,Active,,,http://www.redfin.com/CA/Los-Angeles/471-W-91st-Pl-90003/home/7295683,CRMLS,63175844,N,Y,33.953739,-118.282064
MLS Listing,Single Family Residential,7807 Brighton Ave,Los Angeles,CA,90047,489000,4,2,C34 - Los Angeles Southwest,1766,5201,1926,4,Active,,,http://www.redfin.com/CA/Los-Angeles/7807-Brighton-Ave-90047/home/7282180,CRISNet,63175804,N,Y,33.968831,-118.301704
MLS Listing,Multi-Family (2-4 Unit),1723 South Bronson Ave,Los Angeles (City),CA,90019,1099000,8,5,Mid Los Angeles,3657,7830,1913,4,Active,,,http://www.redfin.com/CA/Los-Angeles/1723-S-Bronson-Ave-90019/home/6906129,TheMLS,63175782,N,Y,34.042691,-118.328585
MLS Listing,Townhouse,5930 Tampa Ave #103,Tarzana,CA,91356,579500,3,3.25,TAR - Tarzana,2294,79980,1981,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/5930-Tampa-Ave-91356/unit-103/home/4042766,CRISNet,63175751,N,Y,34.178556,-118.552871
MLS Listing,Single Family Residential,701 Nimes Rd,Los Angeles (City),CA,90077,10995000,4,6,Bel Air (Holmby Hills),3438,38894,1931,4,Active,December-13-2016 11:00 AM,December-13-2016 02:00 PM,http://www.redfin.com/CA/Los-Angeles/701-Nimes-Rd-90077/home/6827095,TheMLS,63175720,N,Y,34.089161,-118.440077
MLS Listing,Single Family Residential,3851 Globe Ave,Culver City,CA,90230,849900,3,3,C28 - Culver City,1502,6485,1947,4,Active,,,http://www.redfin.com/CA/Culver-City/3851-Globe-Ave-90230/home/6726729,CRISNet,63175695,N,Y,34.0104619,-118.418063
MLS Listing,Single Family Residential,9616 Beach St,Los Angeles,CA,90002,349000,3,1,C37 - Metropolitan South,1170,4329,1921,4,Active,,,http://www.redfin.com/CA/Los-Angeles/9616-Beach-St-90002/home/7301612,CRMLS,63175655,N,Y,33.9484952,-118.2416689
MLS Listing,Single Family Residential,7824 Shadyspring Dr,Sun Valley,CA,91504,475000,2,1,SUNV - Sun Valley,954,15323,1950,4,Active,,,http://www.redfin.com/CA/Burbank/7824-Shadyspring-Dr-91504/home/5268109,CRISNet,63175634,N,Y,34.2133059,-118.3454337
MLS Listing,Single Family Residential,1411 North Evergreen St,Burbank,CA,91505,730000,3,3,Burbank,1867,9462,1938,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Burbank/1411-Evergreen-St-91505/home/5317377,TheMLS,63175630,N,Y,34.173354,-118.356067
MLS Listing,Condo/Co-op,908 South Ardmore Ave #302,Los Angeles (City),CA,90006,649000,3,2,Mid-Wilshire,1490,13500,2008,4,Active,,,http://www.redfin.com/CA/Los-Angeles/908-S-Ardmore-Ave-90006/unit-302/home/26849323,TheMLS,63175629,N,Y,34.0553839,-118.3017515
MLS Listing,Multi-Family (2-4 Unit),6612 S Figueroa St,Los Angeles,CA,90003,599999,7,4,C42 - Downtown L.A.,3484,4201,1987,4,Active,,,http://www.redfin.com/CA/Los-Angeles/6612-S-Figueroa-St-90003/home/7278047,CRMLS,63175516,N,Y,33.9793517,-118.2823746
MLS Listing,Multi-Family (2-4 Unit),4206 MERCURY Ave,Montecito Heights,CA,90032,398000,3,2,679 - Montecito Heights,993,4898,1922,4,Active,,,http://www.redfin.com/CA/Los-Angeles/4206-Mercury-Ave-90032/home/7000682,CRMLS,63175515,N,Y,34.084769,-118.195365
MLS Listing,Condo/Co-op,11445 Moorpark St #18,Studio City,CA,91602,379000,1,2,Studio City (STUD),990,13782,1992,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/11445-Moorpark-St-91602/unit-18/home/5228488,TheMLS,63175478,N,Y,34.1506789,-118.380705
MLS Listing,Single Family Residential,13233 Dewey St,Los Angeles (City),CA,90066,1099000,3,1.75,Palms/Mar Vista,1108,6059,1953,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/13233-Dewey-St-90066/home/6747542,TheMLS,63175411,N,Y,34.01016,-118.455334
MLS Listing,Multi-Family (2-4 Unit),477 Nassau Ave,East Los Angeles,CA,90063,649000,6,6,ELA - East Los Angeles,3000,6363,2011,4,Active,,,http://www.redfin.com/CA/Los-Angeles/477-Nassau-Ave-90063/home/6961488,CRMLS,63175409,N,Y,34.030166,-118.185261
MLS Listing,Condo/Co-op,4215 Glencoe Ave #202,Marina Del Rey,CA,90292,779000,2,2,Marina Del Rey,1170,79707,2008,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Marina-del-Rey/4215-Glencoe-Ave-90292/unit-202/home/26849172,TheMLS,63175266,N,Y,33.9879186,-118.4418432
